billing_id,Customer_Id,billing_date,due_date,payment_date,bill_amount
TEL-1005308,9MSUKDCM6O,11/7/2022,12/2/2022,11/8/2022,57
TEL-1005441,9MSUKDCM6O,4/28/2022,5/23/2022,5/10/2022,138
TEL-1006314,9MSUKDCM6O,4/29/2022,5/24/2022,5/24/2022,68
TEL-1004678,J8DHRMM504,1/14/2021,2/8/2021,1/25/2021,221
TEL-1005436,J8DHRMM504,11/19/2021,12/14/2021,1/1/2022,43
TEL-1012623,J8DHRMM504,7/19/2022,8/13/2022,8/3/2022,90
TEL-1004680,WZF8BD5F07,5/24/2022,6/18/2022,6/1/2022,252
TEL-1010429,WZF8BD5F07,11/2/2021,11/27/2021,11/28/2021,35
TEL-1012264,WZF8BD5F07,2/14/2022,3/11/2022,2/23/2022,102
TEL-1013719,WZF8BD5F07,2/10/2021,3/7/2021,2/28/2021,17
TEL-1004681,EZEPSRODAI,7/4/2022,7/29/2022,8/6/2022,92
TEL-1007151,EZEPSRODAI,6/16/2021,7/11/2021,6/21/2021,198
TEL-1009520,EZEPSRODAI,5/15/2021,6/9/2021,6/26/2021,43
TEL-1004682,JSA1CY11MG,12/24/2022,1/18/2023,2/3/2023,31
TEL-1012205,JSA1CY11MG,9/8/2021,10/3/2021,10/16/2021,229
TEL-1004684,9MQN91RJ5E,3/15/2022,4/9/2022,3/20/2022,289
TEL-1006834,9MQN91RJ5E,9/24/2021,10/19/2021,10/1/2021,78
TEL-1014594,9MQN91RJ5E,1/20/2021,2/14/2021,3/7/2021,165
TEL-1004686,OD0VEK7CLI,5/15/2022,6/9/2022,5/29/2022,158
TEL-1010244,OD0VEK7CLI,7/5/2021,7/30/2021,8/21/2021,255
TEL-1004690,U7S6JMQ0KU,1/27/2021,2/21/2021,2/28/2021,174
TEL-1005773,U7S6JMQ0KU,12/11/2022,1/5/2023,1/22/2023,128
TEL-1006798,U7S6JMQ0KU,3/9/2022,4/3/2022,4/6/2022,235
TEL-1008267,U7S6JMQ0KU,2/9/2022,3/6/2022,3/27/2022,260
TEL-1009720,U7S6JMQ0KU,3/26/2022,4/20/2022,4/3/2022,36
TEL-1004691,DE3ES1II0O,3/21/2022,4/15/2022,5/6/2022,15
TEL-1007015,DE3ES1II0O,1/17/2021,2/11/2021,1/30/2021,42
TEL-1014072,DE3ES1II0O,1/23/2022,2/17/2022,2/7/2022,190
TEL-1004692,YRYSTHRACS,4/25/2022,5/20/2022,5/24/2022,52
TEL-1005893,YRYSTHRACS,11/7/2022,12/2/2022,11/14/2022,79
TEL-1004698,Z9BHYX870X,9/23/2022,10/18/2022,10/18/2022,103
TEL-1004699,XE4CVYDLUW,12/16/2021,1/10/2022,1/16/2022,146
TEL-1005424,XE4CVYDLUW,7/21/2021,8/15/2021,8/7/2021,253
TEL-1004700,AV9ZH8D3KL,11/10/2021,12/5/2021,12/9/2021,114
TEL-1005590,AV9ZH8D3KL,1/9/2022,2/3/2022,2/15/2022,234
TEL-1012184,AV9ZH8D3KL,6/28/2021,7/23/2021,7/21/2021,31
TEL-1014316,AV9ZH8D3KL,11/22/2022,12/17/2022,12/10/2022,253
TEL-1004701,AXRXDLEJGX,10/20/2022,11/14/2022,12/6/2022,24
TEL-1004707,4WMWWD3L7C,3/3/2022,3/28/2022,3/23/2022,183
TEL-1009626,4WMWWD3L7C,1/20/2021,2/14/2021,3/6/2021,291
TEL-1004708,JHYRGUS75P,1/22/2022,2/16/2022,3/5/2022,208
TEL-1010934,JHYRGUS75P,9/9/2022,10/4/2022,9/23/2022,29
TEL-1004715,XOPX8AOJPM,9/26/2021,10/21/2021,10/15/2021,284
TEL-1007764,XOPX8AOJPM,3/16/2021,4/10/2021,3/28/2021,158
TEL-1009323,XOPX8AOJPM,12/12/2022,1/6/2023,1/25/2023,229
TEL-1004723,KFVYO02CG4,11/18/2022,12/13/2022,12/7/2022,119
TEL-1010466,KFVYO02CG4,4/30/2021,5/25/2021,6/2/2021,91
TEL-1004724,CQJ9WBPPMH,6/21/2021,7/16/2021,7/25/2021,259
TEL-1008842,CQJ9WBPPMH,10/1/2022,10/26/2022,10/26/2022,271
TEL-1004725,PA4HSN932F,8/24/2022,9/18/2022,10/2/2022,40
TEL-1004934,PA4HSN932F,8/9/2021,9/3/2021,8/22/2021,47
TEL-1008308,PA4HSN932F,4/24/2022,5/19/2022,5/2/2022,73
TEL-1004727,IOJY3U0JU8,7/26/2021,8/20/2021,7/30/2021,201
TEL-1005467,IOJY3U0JU8,10/22/2022,11/16/2022,12/8/2022,115
TEL-1004730,BR3REJ5Y5U,3/23/2022,4/17/2022,5/11/2022,152
TEL-1010034,BR3REJ5Y5U,12/4/2022,12/29/2022,1/16/2023,93
TEL-1004732,3RQD76H01J,5/26/2021,6/20/2021,6/2/2021,143
TEL-1007257,3RQD76H01J,7/30/2022,8/24/2022,8/27/2022,134
TEL-1011319,3RQD76H01J,9/23/2022,10/18/2022,10/1/2022,214
TEL-1012857,3RQD76H01J,12/25/2022,1/19/2023,12/26/2022,178
TEL-1004733,QQF5APIZ60,10/22/2021,11/16/2021,11/2/2021,126
TEL-1009828,QQF5APIZ60,12/2/2021,12/27/2021,1/6/2022,239
TEL-1004734,VXG101V4S4,7/13/2021,8/7/2021,8/9/2021,17
TEL-1013912,VXG101V4S4,12/13/2022,1/7/2023,1/7/2023,257
TEL-1014249,VXG101V4S4,12/24/2021,1/18/2022,1/16/2022,243
TEL-1014637,VXG101V4S4,6/14/2021,7/9/2021,7/4/2021,113
TEL-1004738,9COGCV5PBK,12/20/2022,1/14/2023,1/28/2023,192
TEL-1005198,9COGCV5PBK,1/6/2022,1/31/2022,1/24/2022,207
TEL-1006660,9COGCV5PBK,9/19/2021,10/14/2021,10/31/2021,136
TEL-1004740,WV5780XR9L,7/14/2022,8/8/2022,8/22/2022,235
TEL-1006089,WV5780XR9L,5/13/2021,6/7/2021,6/15/2021,159
TEL-1004746,4XFTE0N9C4,8/8/2022,9/2/2022,9/12/2022,160
TEL-1009345,4XFTE0N9C4,5/5/2022,5/30/2022,5/19/2022,108
TEL-1012977,4XFTE0N9C4,12/1/2022,12/26/2022,12/28/2022,46
TEL-1013115,4XFTE0N9C4,9/27/2022,10/22/2022,11/10/2022,175
TEL-1014358,4XFTE0N9C4,3/25/2022,4/19/2022,4/5/2022,219
TEL-1004749,7HCOHUT3SL,8/19/2022,9/13/2022,8/28/2022,13
TEL-1005211,7HCOHUT3SL,2/1/2021,2/26/2021,2/1/2021,13
TEL-1006581,7HCOHUT3SL,4/27/2021,5/22/2021,5/22/2021,280
TEL-1004750,HWOIFWKYJU,12/15/2022,1/9/2023,1/28/2023,63
TEL-1010878,HWOIFWKYJU,2/19/2021,3/16/2021,3/31/2021,184
TEL-1011762,HWOIFWKYJU,12/30/2022,1/24/2023,1/1/2023,124
TEL-1004752,BC5NSCXY3P,8/6/2021,8/31/2021,8/10/2021,65
TEL-1006025,BC5NSCXY3P,6/25/2022,7/20/2022,7/4/2022,74
TEL-1011182,BC5NSCXY3P,8/3/2021,8/28/2021,8/27/2021,93
TEL-1004754,P9K055S5V1,8/24/2022,9/18/2022,9/6/2022,103
TEL-1008113,P9K055S5V1,5/20/2022,6/14/2022,6/8/2022,243
TEL-1004755,FY21VSOGGY,1/17/2021,2/11/2021,2/24/2021,393
TEL-1011812,FY21VSOGGY,4/18/2021,5/13/2021,4/24/2021,346
TEL-1014014,FY21VSOGGY,12/16/2021,1/10/2022,1/1/2022,354
TEL-1004757,5QX5L4SUKG,4/27/2021,5/22/2021,5/13/2021,196
TEL-1006040,5QX5L4SUKG,6/12/2022,7/7/2022,7/13/2022,105
TEL-1011045,5QX5L4SUKG,4/6/2022,5/1/2022,4/12/2022,265
TEL-1004760,CYL3P9R57C,10/1/2022,10/26/2022,11/16/2022,738
TEL-1010762,CYL3P9R57C,1/10/2021,2/4/2021,1/31/2021,886
TEL-1013193,CYL3P9R57C,7/29/2022,8/23/2022,9/10/2022,844
TEL-1004761,N9IV558UM5,7/31/2021,8/25/2021,9/5/2021,351
TEL-1008734,N9IV558UM5,9/17/2021,10/12/2021,10/19/2021,448
TEL-1009144,N9IV558UM5,8/4/2021,8/29/2021,9/18/2021,410
TEL-1013112,N9IV558UM5,8/27/2021,9/21/2021,10/2/2021,310
TEL-1004763,0BM2WOSMJI,10/19/2022,11/13/2022,11/23/2022,264
TEL-1006833,0BM2WOSMJI,5/23/2022,6/17/2022,6/12/2022,97
TEL-1004764,8QI53UAIB3,12/27/2022,1/21/2023,12/29/2022,83
TEL-1004766,QE97DHJWFG,6/26/2022,7/21/2022,7/1/2022,84
TEL-1004768,HBB5UGQRSH,3/8/2022,4/2/2022,4/3/2022,78
TEL-1010109,HBB5UGQRSH,4/12/2021,5/7/2021,5/15/2021,130
TEL-1004779,WCHYBP13TS,4/29/2021,5/24/2021,5/17/2021,285
TEL-1005453,WCHYBP13TS,12/26/2022,1/20/2023,1/25/2023,406
TEL-1007558,WCHYBP13TS,10/26/2022,11/20/2022,11/16/2022,354
TEL-1008422,WCHYBP13TS,9/6/2022,10/1/2022,9/14/2022,457
TEL-1014270,WCHYBP13TS,9/25/2022,10/20/2022,11/12/2022,264
TEL-1004781,1T0T7IL26V,12/8/2021,1/2/2022,1/10/2022,273
TEL-1006480,1T0T7IL26V,7/4/2022,7/29/2022,8/19/2022,169
TEL-1009227,1T0T7IL26V,4/18/2022,5/13/2022,5/25/2022,75
TEL-1011186,1T0T7IL26V,5/27/2022,6/21/2022,7/8/2022,270
TEL-1014939,1T0T7IL26V,5/6/2021,5/31/2021,5/22/2021,203
TEL-1004782,KICY43H0Q4,1/8/2022,2/2/2022,2/11/2022,25
TEL-1007614,KICY43H0Q4,4/16/2021,5/11/2021,4/20/2021,36
TEL-1004785,4RLEPACVR6,2/22/2022,3/19/2022,3/8/2022,240
TEL-1014271,4RLEPACVR6,6/5/2021,6/30/2021,6/21/2021,13
TEL-1004787,UWHNKSOOY7,12/13/2021,1/7/2022,1/14/2022,24
TEL-1006419,UWHNKSOOY7,9/13/2022,10/8/2022,9/18/2022,56
TEL-1007810,UWHNKSOOY7,7/28/2022,8/22/2022,8/5/2022,90
TEL-1013961,UWHNKSOOY7,6/27/2022,7/22/2022,8/8/2022,163
TEL-1004788,U0H0ZX23DZ,5/15/2022,6/9/2022,7/1/2022,223
TEL-1006319,U0H0ZX23DZ,10/31/2022,11/25/2022,12/15/2022,21
TEL-1004789,JH3DC880T0,5/11/2022,6/5/2022,6/26/2022,274
TEL-1007198,JH3DC880T0,1/24/2021,2/18/2021,3/1/2021,123
TEL-1011966,JH3DC880T0,5/23/2022,6/17/2022,5/31/2022,98
TEL-1014208,JH3DC880T0,4/9/2022,5/4/2022,5/17/2022,194
TEL-1004790,LDL3VZ3QBW,3/30/2021,4/24/2021,5/18/2021,143
TEL-1008790,LDL3VZ3QBW,3/16/2022,4/10/2022,3/19/2022,227
TEL-1008841,LDL3VZ3QBW,10/10/2021,11/4/2021,11/13/2021,175
TEL-1009967,LDL3VZ3QBW,8/30/2022,9/24/2022,9/8/2022,270
TEL-1004791,7UTHUD2UIH,6/27/2021,7/22/2021,8/11/2021,36
TEL-1011346,7UTHUD2UIH,6/5/2021,6/30/2021,6/9/2021,115
TEL-1011604,7UTHUD2UIH,2/11/2021,3/8/2021,2/19/2021,215
TEL-1011718,7UTHUD2UIH,12/15/2021,1/9/2022,1/15/2022,297
TEL-1012893,7UTHUD2UIH,3/21/2021,4/15/2021,4/19/2021,182
TEL-1014015,7UTHUD2UIH,12/12/2022,1/6/2023,1/26/2023,52
TEL-1014181,7UTHUD2UIH,11/9/2021,12/4/2021,12/18/2021,148
TEL-1014569,7UTHUD2UIH,4/21/2022,5/16/2022,4/24/2022,224
TEL-1004792,SP65OOXD73,9/3/2022,9/28/2022,10/19/2022,59
TEL-1013695,SP65OOXD73,12/13/2022,1/7/2023,1/10/2023,238
TEL-1004793,8SABU5VBHH,7/8/2021,8/2/2021,8/1/2021,158
TEL-1013762,8SABU5VBHH,4/28/2021,5/23/2021,5/14/2021,86
TEL-1004797,QGVVOW7NRI,2/8/2022,3/5/2022,2/22/2022,94
TEL-1006455,QGVVOW7NRI,2/10/2022,3/7/2022,2/16/2022,195
TEL-1014863,QGVVOW7NRI,2/18/2021,3/15/2021,3/25/2021,288
TEL-1004798,2OIO3EBN1T,10/6/2022,10/31/2022,10/19/2022,81
TEL-1005560,2OIO3EBN1T,8/21/2021,9/15/2021,9/16/2021,299
TEL-1006633,2OIO3EBN1T,11/23/2022,12/18/2022,12/16/2022,59
TEL-1012104,2OIO3EBN1T,7/18/2021,8/12/2021,8/12/2021,50
TEL-1004799,JF2TMQQT61,8/9/2021,9/3/2021,8/23/2021,42
TEL-1006216,JF2TMQQT61,7/11/2022,8/5/2022,7/25/2022,189
TEL-1007476,JF2TMQQT61,5/21/2022,6/15/2022,7/2/2022,270
TEL-1007598,JF2TMQQT61,11/17/2022,12/12/2022,11/20/2022,165
TEL-1008532,JF2TMQQT61,7/9/2021,8/3/2021,8/22/2021,174
TEL-1004804,DM0XKSEMZW,6/17/2022,7/12/2022,6/19/2022,32
TEL-1005857,DM0XKSEMZW,4/30/2022,5/25/2022,5/4/2022,61
TEL-1004806,KMZF12KTUE,10/15/2021,11/9/2021,11/3/2021,233
TEL-1006719,KMZF12KTUE,1/31/2021,2/25/2021,2/19/2021,123
TEL-1006885,KMZF12KTUE,12/24/2022,1/18/2023,1/3/2023,20
TEL-1010797,KMZF12KTUE,5/20/2022,6/14/2022,6/19/2022,64
TEL-1014945,KMZF12KTUE,7/4/2022,7/29/2022,8/3/2022,116
TEL-1004811,RTKIIESLXQ,1/4/2021,1/29/2021,1/13/2021,249
TEL-1008965,RTKIIESLXQ,9/27/2021,10/22/2021,10/2/2021,73
TEL-1004813,4UBDQ3K6ZH,1/9/2021,2/3/2021,2/2/2021,134
TEL-1007255,4UBDQ3K6ZH,4/10/2022,5/5/2022,5/4/2022,89
TEL-1008824,4UBDQ3K6ZH,7/13/2022,8/7/2022,8/20/2022,252
TEL-1010181,4UBDQ3K6ZH,8/5/2022,8/30/2022,9/14/2022,190
TEL-1004819,JPQERYB15S,2/2/2022,2/27/2022,3/1/2022,100
TEL-1008131,JPQERYB15S,6/11/2022,7/6/2022,6/14/2022,195
TEL-1009766,JPQERYB15S,5/9/2021,6/3/2021,5/25/2021,99
TEL-1012409,JPQERYB15S,2/11/2022,3/8/2022,3/31/2022,139
TEL-1004820,Z8Y5T5K998,7/7/2021,8/1/2021,7/9/2021,71
TEL-1006180,Z8Y5T5K998,1/9/2021,2/3/2021,2/10/2021,178
TEL-1009084,Z8Y5T5K998,3/26/2021,4/20/2021,3/26/2021,167
TEL-1004823,H7YF0DDO8U,10/17/2022,11/11/2022,10/30/2022,85
TEL-1004829,KII2J5AAN8,12/25/2022,1/19/2023,1/4/2023,78
TEL-1005016,KII2J5AAN8,6/3/2021,6/28/2021,6/20/2021,238
TEL-1006919,KII2J5AAN8,12/2/2022,12/27/2022,1/12/2023,19
TEL-1009722,KII2J5AAN8,8/8/2022,9/2/2022,9/25/2022,185
TEL-1004832,LLPJL0K6HA,1/27/2022,2/21/2022,2/23/2022,162
TEL-1006005,LLPJL0K6HA,2/28/2021,3/25/2021,4/4/2021,92
TEL-1007870,LLPJL0K6HA,12/8/2021,1/2/2022,12/17/2021,274
TEL-1008646,LLPJL0K6HA,10/6/2022,10/31/2022,10/19/2022,118
TEL-1012587,LLPJL0K6HA,1/21/2021,2/15/2021,2/20/2021,258
TEL-1004836,NHGSSOFP2Q,4/10/2021,5/5/2021,4/28/2021,280
TEL-1009255,NHGSSOFP2Q,11/10/2022,12/5/2022,11/10/2022,91
TEL-1004837,CKX4C9D0AY,5/6/2022,5/31/2022,6/16/2022,116
TEL-1011157,CKX4C9D0AY,3/12/2022,4/6/2022,4/2/2022,169
TEL-1011549,CKX4C9D0AY,7/4/2022,7/29/2022,8/12/2022,112
TEL-1004839,6N48J6C1FY,1/3/2022,1/28/2022,1/21/2022,128
TEL-1006285,6N48J6C1FY,5/6/2022,5/31/2022,6/13/2022,111
TEL-1004841,TSD04J402U,6/21/2021,7/16/2021,6/28/2021,292
TEL-1005247,TSD04J402U,8/24/2022,9/18/2022,9/26/2022,66
TEL-1004842,EEIHG0E1D2,6/30/2022,7/25/2022,8/8/2022,22
TEL-1010727,EEIHG0E1D2,4/21/2022,5/16/2022,5/19/2022,203
TEL-1014920,EEIHG0E1D2,5/7/2021,6/1/2021,5/25/2021,181
TEL-1004846,P8RDKY8M47,10/24/2022,11/18/2022,12/8/2022,128
TEL-1009928,P8RDKY8M47,2/11/2022,3/8/2022,2/21/2022,253
TEL-1004847,85L3QO8S4J,5/18/2022,6/12/2022,6/6/2022,96
TEL-1004849,D1DR70CMUP,6/15/2021,7/10/2021,6/22/2021,883
TEL-1009201,D1DR70CMUP,12/7/2022,1/1/2023,12/18/2022,730
TEL-1004852,OVZ4XPQQRR,8/17/2022,9/11/2022,8/27/2022,63
TEL-1005774,OVZ4XPQQRR,2/11/2021,3/8/2021,3/18/2021,108
TEL-1007893,OVZ4XPQQRR,8/3/2021,8/28/2021,8/3/2021,47
TEL-1008807,OVZ4XPQQRR,7/18/2022,8/12/2022,7/18/2022,28
TEL-1009045,OVZ4XPQQRR,9/3/2022,9/28/2022,10/11/2022,216
TEL-1004855,JB3JS95638,10/22/2022,11/16/2022,12/2/2022,155
TEL-1004858,YM0ACJCFFU,6/12/2021,7/7/2021,6/29/2021,146
TEL-1007654,YM0ACJCFFU,3/4/2022,3/29/2022,4/19/2022,88
TEL-1010402,YM0ACJCFFU,3/22/2021,4/16/2021,3/31/2021,284
TEL-1013510,YM0ACJCFFU,12/25/2022,1/19/2023,12/30/2022,251
TEL-1004859,UI5JZ5S0FM,9/11/2021,10/6/2021,10/18/2021,23
TEL-1008537,UI5JZ5S0FM,4/14/2021,5/9/2021,5/29/2021,60
TEL-1009908,UI5JZ5S0FM,3/23/2022,4/17/2022,4/15/2022,56
TEL-1010120,UI5JZ5S0FM,10/28/2021,11/22/2021,11/27/2021,15
TEL-1013671,UI5JZ5S0FM,7/11/2021,8/5/2021,7/15/2021,174
TEL-1004861,O2O49ZHEXK,4/28/2021,5/23/2021,5/21/2021,121
TEL-1011656,O2O49ZHEXK,6/12/2021,7/7/2021,7/30/2021,140
TEL-1004863,QNHTORDASA,2/12/2021,3/9/2021,3/31/2021,209
TEL-1004864,CLTRIGACOI,7/11/2021,8/5/2021,7/11/2021,189
TEL-1004866,BDK80IW4TT,1/3/2021,1/28/2021,1/3/2021,187
TEL-1008527,BDK80IW4TT,3/23/2022,4/17/2022,4/8/2022,236
TEL-1010345,BDK80IW4TT,4/3/2022,4/28/2022,4/26/2022,14
TEL-1012219,BDK80IW4TT,6/27/2022,7/22/2022,7/28/2022,239
TEL-1004867,FQJ1YHXMQH,6/22/2022,7/17/2022,8/1/2022,31
TEL-1004869,5B0G9CQJEY,3/1/2021,3/26/2021,3/3/2021,278
TEL-1008264,5B0G9CQJEY,8/5/2021,8/30/2021,9/19/2021,256
TEL-1004872,GKKMT37KFY,3/22/2022,4/16/2022,5/1/2022,451
TEL-1012945,GKKMT37KFY,6/12/2021,7/7/2021,7/14/2021,348
TEL-1004873,MMM76Z36NC,3/9/2021,4/3/2021,4/18/2021,460
TEL-1006466,MMM76Z36NC,9/24/2021,10/19/2021,10/18/2021,420
TEL-1007707,MMM76Z36NC,11/6/2022,12/1/2022,11/26/2022,285
TEL-1008777,MMM76Z36NC,2/12/2021,3/9/2021,3/6/2021,260
TEL-1010485,MMM76Z36NC,10/14/2022,11/8/2022,10/27/2022,424
TEL-1013299,MMM76Z36NC,5/25/2022,6/19/2022,7/1/2022,435
TEL-1004875,VI1G28OOF3,5/7/2022,6/1/2022,5/27/2022,165
TEL-1011388,VI1G28OOF3,6/23/2022,7/18/2022,7/10/2022,45
TEL-1004877,EX88FYKH1I,10/30/2021,11/24/2021,11/1/2021,59
TEL-1014742,EX88FYKH1I,4/8/2022,5/3/2022,4/15/2022,125
TEL-1004878,V0JN1UJ5YP,6/8/2021,7/3/2021,6/12/2021,56
TEL-1005103,V0JN1UJ5YP,4/8/2021,5/3/2021,5/2/2021,241
TEL-1004882,CQSH74AS5B,10/26/2022,11/20/2022,12/10/2022,82
TEL-1006191,CQSH74AS5B,4/13/2021,5/8/2021,5/5/2021,203
TEL-1006464,CQSH74AS5B,12/6/2021,12/31/2021,12/19/2021,227
TEL-1011380,CQSH74AS5B,10/15/2021,11/9/2021,10/21/2021,209
TEL-1012845,CQSH74AS5B,1/16/2022,2/10/2022,2/27/2022,23
TEL-1004884,SL68RT7MJF,12/12/2021,1/6/2022,1/13/2022,210
TEL-1007428,SL68RT7MJF,5/10/2021,6/4/2021,5/24/2021,200
TEL-1012188,SL68RT7MJF,11/29/2021,12/24/2021,12/25/2021,262
TEL-1004886,YLKCWCHUUN,10/22/2021,11/16/2021,11/10/2021,213
TEL-1005638,YLKCWCHUUN,11/30/2021,12/25/2021,1/4/2022,55
TEL-1008743,YLKCWCHUUN,2/13/2021,3/10/2021,2/27/2021,122
TEL-1004889,5K3LZG5VM5,9/11/2022,10/6/2022,9/12/2022,144
TEL-1006111,5K3LZG5VM5,2/14/2022,3/11/2022,3/3/2022,219
TEL-1012310,5K3LZG5VM5,4/18/2021,5/13/2021,6/2/2021,66
TEL-1012555,5K3LZG5VM5,4/30/2021,5/25/2021,6/16/2021,296
TEL-1014436,5K3LZG5VM5,7/4/2022,7/29/2022,7/11/2022,198
TEL-1014870,5K3LZG5VM5,5/24/2022,6/18/2022,5/25/2022,68
TEL-1004890,W3HDT73X38,12/25/2021,1/19/2022,1/29/2022,162
TEL-1005552,W3HDT73X38,3/6/2022,3/31/2022,4/8/2022,103
TEL-1004891,DOPHJRQI2C,1/6/2022,1/31/2022,1/11/2022,95
TEL-1008134,DOPHJRQI2C,3/25/2021,4/19/2021,3/31/2021,219
TEL-1011231,DOPHJRQI2C,6/20/2022,7/15/2022,7/15/2022,191
TEL-1011844,DOPHJRQI2C,12/26/2021,1/20/2022,12/31/2021,220
TEL-1004892,QCOU1OHCAE,7/15/2022,8/9/2022,8/12/2022,275
TEL-1007943,QCOU1OHCAE,7/20/2022,8/14/2022,8/31/2022,184
TEL-1009522,QCOU1OHCAE,7/2/2022,7/27/2022,8/14/2022,259
TEL-1004894,SQ0T3JBGZ7,12/8/2022,1/2/2023,1/9/2023,154
TEL-1011422,SQ0T3JBGZ7,6/26/2021,7/21/2021,7/30/2021,135
TEL-1004898,AZQK4AW45S,12/11/2021,1/5/2022,1/3/2022,116
TEL-1006524,AZQK4AW45S,4/10/2022,5/5/2022,5/23/2022,279
TEL-1010000,AZQK4AW45S,9/18/2022,10/13/2022,10/13/2022,271
TEL-1012278,AZQK4AW45S,11/29/2022,12/24/2022,12/6/2022,257
TEL-1013373,AZQK4AW45S,10/24/2022,11/18/2022,12/1/2022,83
TEL-1013578,AZQK4AW45S,4/14/2022,5/9/2022,5/6/2022,133
TEL-1004901,290EWAF051,7/3/2022,7/28/2022,8/16/2022,20
TEL-1009393,290EWAF051,2/25/2021,3/22/2021,3/29/2021,54
TEL-1004902,5454JKI9Y1,5/16/2022,6/10/2022,6/9/2022,163
TEL-1007934,5454JKI9Y1,2/25/2021,3/22/2021,3/15/2021,48
TEL-1009732,5454JKI9Y1,3/1/2021,3/26/2021,3/26/2021,277
TEL-1011144,5454JKI9Y1,5/23/2022,6/17/2022,6/10/2022,196
TEL-1004904,RICSE1I0LM,11/13/2022,12/8/2022,12/29/2022,251
TEL-1009362,RICSE1I0LM,4/20/2021,5/15/2021,5/24/2021,39
TEL-1013370,RICSE1I0LM,6/25/2022,7/20/2022,8/9/2022,273
TEL-1004907,DRORDI3RMJ,5/31/2022,6/25/2022,7/14/2022,408
TEL-1006907,DRORDI3RMJ,5/26/2022,6/20/2022,7/13/2022,357
TEL-1004910,75P75BZ6ZW,12/8/2022,1/2/2023,12/14/2022,521
TEL-1005700,75P75BZ6ZW,11/20/2021,12/15/2021,12/1/2021,491
TEL-1006586,75P75BZ6ZW,11/15/2021,12/10/2021,11/17/2021,638
TEL-1010533,75P75BZ6ZW,7/14/2021,8/8/2021,7/24/2021,503
TEL-1004912,HAE2563P60,10/1/2022,10/26/2022,11/4/2022,37
TEL-1008851,HAE2563P60,4/19/2021,5/14/2021,5/12/2021,97
TEL-1008946,HAE2563P60,9/10/2022,10/5/2022,9/20/2022,210
TEL-1004915,2T7814M3VB,6/11/2021,7/6/2021,7/15/2021,61
TEL-1010061,2T7814M3VB,7/20/2021,8/14/2021,9/3/2021,185
TEL-1010308,2T7814M3VB,9/17/2021,10/12/2021,9/18/2021,259
TEL-1013643,2T7814M3VB,1/16/2021,2/10/2021,2/12/2021,87
TEL-1014263,2T7814M3VB,4/28/2021,5/23/2021,5/27/2021,189
TEL-1004917,1E7WE3NTII,11/29/2021,12/24/2021,1/4/2022,290
TEL-1006021,1E7WE3NTII,4/15/2021,5/10/2021,5/19/2021,142
TEL-1007438,1E7WE3NTII,8/16/2021,9/10/2021,9/19/2021,49
TEL-1008489,1E7WE3NTII,3/15/2021,4/9/2021,4/15/2021,98
TEL-1004918,GOJI5MYP2B,5/21/2021,6/15/2021,7/9/2021,108
TEL-1011795,GOJI5MYP2B,8/11/2022,9/5/2022,9/28/2022,256
TEL-1004919,KEA4URLADD,2/9/2021,3/6/2021,2/11/2021,294
TEL-1010080,KEA4URLADD,8/8/2021,9/2/2021,9/19/2021,225
TEL-1011176,KEA4URLADD,2/27/2021,3/24/2021,3/10/2021,20
TEL-1004920,XGK0KP0D9B,5/1/2022,5/26/2022,6/7/2022,90
TEL-1008208,XGK0KP0D9B,11/22/2021,12/17/2021,12/16/2021,242
TEL-1014371,XGK0KP0D9B,4/21/2021,5/16/2021,5/1/2021,129
TEL-1004925,VFE81FJWH6,9/4/2022,9/29/2022,10/12/2022,220
TEL-1014717,VFE81FJWH6,5/3/2022,5/28/2022,5/14/2022,255
TEL-1004927,2N5LDIUB95,3/11/2022,4/5/2022,4/13/2022,180
TEL-1005524,2N5LDIUB95,4/27/2021,5/22/2021,5/2/2021,133
TEL-1006332,2N5LDIUB95,1/3/2022,1/28/2022,2/13/2022,118
TEL-1007095,2N5LDIUB95,12/17/2022,1/11/2023,1/31/2023,225
TEL-1012504,2N5LDIUB95,9/3/2021,9/28/2021,9/5/2021,156
TEL-1012805,2N5LDIUB95,12/28/2021,1/22/2022,1/4/2022,197
TEL-1004930,NPEC809HZL,12/20/2021,1/14/2022,1/29/2022,83
TEL-1011840,NPEC809HZL,3/23/2021,4/17/2021,4/3/2021,214
TEL-1004931,6MM69INJAP,9/6/2022,10/1/2022,10/8/2022,117
TEL-1004932,2LK3SFJ1E9,8/3/2021,8/28/2021,9/17/2021,222
TEL-1005300,2LK3SFJ1E9,8/4/2022,8/29/2022,9/19/2022,143
TEL-1007597,2LK3SFJ1E9,4/29/2022,5/24/2022,4/30/2022,90
TEL-1004933,RXEP1F75CL,10/1/2022,10/26/2022,11/14/2022,26
TEL-1005918,RXEP1F75CL,1/27/2021,2/21/2021,2/23/2021,88
TEL-1007321,RXEP1F75CL,3/24/2022,4/18/2022,4/17/2022,262
TEL-1014762,RXEP1F75CL,10/25/2021,11/19/2021,12/2/2021,207
TEL-1004938,HV5K597MT9,8/23/2022,9/17/2022,8/30/2022,308
TEL-1007596,HV5K597MT9,10/19/2022,11/13/2022,11/15/2022,408
TEL-1009548,HV5K597MT9,2/26/2022,3/23/2022,4/12/2022,465
TEL-1009888,HV5K597MT9,3/15/2022,4/9/2022,4/30/2022,373
TEL-1013586,HV5K597MT9,2/1/2021,2/26/2021,2/13/2021,489
